year,week,snapped_at,price,market_cap,total_volume
2024,42,2024-10-18 00:00:00+00:00,2.0226329285994886,5586457019.99207,868795796.0079961
2024,43,2024-10-21 00:00:00+00:00,2.126240568930124,5875661143.003627,589273190.7763649
2024,44,2024-10-28 00:00:00+00:00,1.7505456263856518,4837354373.755022,532803079.53417134
2024,45,2024-11-04 00:00:00+00:00,1.952599421534052,5555424356.618169,924188195.2897176
2024,46,2024-11-11 00:00:00+00:00,3.029423349724457,8611285934.063612,4318427234.733163
2024,47,2024-11-18 00:00:00+00:00,3.793604743540792,10814029753.403755,1827861686.3051136
2024,48,2024-11-25 00:00:00+00:00,3.3955177879044163,9662769020.77849,1966910408.098705
2024,49,2024-12-02 00:00:00+00:00,3.474409097570333,10170610366.500051,1114160806.0669098
2024,50,2024-12-09 00:00:00+00:00,4.25330841413893,12452383792.593525,1243738325.33759
2024,51,2024-12-16 00:00:00+00:00,4.819895270092734,14086024675.296455,1526971654.233276
2024,52,2024-12-23 00:00:00+00:00,4.3024604535926905,12624316373.498775,2322733220.855751
2025,1,2024-12-30 00:00:00+00:00,4.1034287043334325,12012820946.294577,658169635.3974793
2025,2,2025-01-06 00:00:00+00:00,5.237884047854145,15793226633.029194,1204559170.806889
2025,3,2025-01-13 00:00:00+00:00,4.733488582332075,14242274497.622288,754409737.268018
2025,4,2025-01-20 00:00:00+00:00,4.502742550109692,13552209142.241844,2591862501.2026715
2025,5,2025-01-27 00:00:00+00:00,3.865475187122148,11647133224.165686,794069865.6921362
2025,6,2025-02-03 00:00:00+00:00,3.288853752992191,10166910868.959251,1282367269.283836
2025,7,2025-02-10 00:00:00+00:00,3.0007149624208465,9272509607.231983,895701807.6801609
2025,8,2025-02-17 00:00:00+00:00,3.266159152777938,10087438274.51062,454943491.119905
2025,9,2025-02-24 00:00:00+00:00,3.376593027261383,10422684297.397404,557401230.4758158
2025,10,2025-03-03 00:00:00+00:00,3.201275853325924,10164753432.052849,1409130607.4718742
2025,11,2025-03-10 00:00:00+00:00,2.293872200902748,7248456792.6640415,744202426.4761043
2025,12,2025-03-17 00:00:00+00:00,2.233357641307977,7069974229.079761,502837873.6380225
2025,13,2025-03-24 00:00:00+00:00,2.282426670667294,7244075372.380517,482352942.2284176
2025,14,2025-03-31 00:00:00+00:00,2.34510620220635,7411039985.846319,804334815.469336
2025,15,2025-04-07 00:00:00+00:00,1.9199961345388328,6252980405.492189,952094911.6813756
2025,16,2025-04-14 00:00:00+00:00,2.2307006156955853,7257284600.856224,1015374358.7722484
2025,17,2025-04-21 00:00:00+00:00,2.108377464710796,6849043300.402409,414575829.3905024
2025,18,2025-04-28 00:00:00+00:00,3.560508563500249,11571018071.534653,1367635780.1763637
2025,19,2025-05-05 00:00:00+00:00,3.2814880898993266,10954251092.23776,1052304941.6495268
2025,20,2025-05-12 00:00:00+00:00,4.011242117307042,13392648447.145224,2085693775.2646024
2025,21,2025-05-19 00:00:00+00:00,3.8857645462839465,12923497124.967133,1527157652.6561828
2025,22,2025-05-26 00:00:00+00:00,3.5880311040706414,11978021181.59615,976217164.8948332
2025,23,2025-06-02 00:00:00+00:00,3.3504324946771176,11187738992.301483,627941104.5534099
2025,24,2025-06-09 00:00:00+00:00,3.224461169681502,10954635963.52206,509401565.38781816
2025,25,2025-06-16 00:00:00+00:00,3.0254718367265734,10278144144.550266,642534192.1293857
