year,week,snapped_at,price,market_cap,total_volume
2024,42,2024-10-18 00:00:00+00:00,2.1187015573514043,1150482791.2851846,538103663.734252
2024,43,2024-10-21 00:00:00+00:00,2.4152526530755,1334456467.268783,403215875.7586196
2024,44,2024-10-28 00:00:00+00:00,2.0439513622495915,1179803678.8994064,205724987.43880305
2024,45,2024-11-04 00:00:00+00:00,1.7321705848471558,1042871091.3586488,284372259.5791252
2024,46,2024-11-11 00:00:00+00:00,2.1130958478217927,1325096467.1959553,992388845.0191572
2024,47,2024-11-18 00:00:00+00:00,2.2310840159724963,1471968686.1583788,677312191.5441976
2024,48,2024-11-25 00:00:00+00:00,2.546664250810874,1749641109.5065975,1281161694.8816338
2024,49,2024-12-02 00:00:00+00:00,3.400002084271386,2442596342.700148,1220202831.3466754
2024,50,2024-12-09 00:00:00+00:00,3.8082200436712097,2842312657.852596,497753304.4583327
2024,51,2024-12-16 00:00:00+00:00,3.060766506377903,2377627528.609081,509580674.2655326
2024,52,2024-12-23 00:00:00+00:00,2.213622938917068,1765341476.6386054,333377940.4989478
2025,1,2024-12-30 00:00:00+00:00,2.108976354327945,1751905521.8905573,184102189.4430901
2025,2,2025-01-06 00:00:00+00:00,2.4192353357224645,2076108689.1717784,243688447.3374711
2025,3,2025-01-13 00:00:00+00:00,2.139118862947662,1899460764.1142776,189299735.6772731
2025,4,2025-01-20 00:00:00+00:00,1.9036383211004129,1759612626.1641064,571923920.312462
2025,5,2025-01-27 00:00:00+00:00,1.991401197412564,1899386088.8465436,192028859.64719927
2025,6,2025-02-03 00:00:00+00:00,1.387236849768058,1362455995.4062283,476893100.8030219
2025,7,2025-02-10 00:00:00+00:00,1.223696618668129,1226896294.280008,169195111.7732925
2025,8,2025-02-17 00:00:00+00:00,1.219992215173938,1248988783.858839,99778117.39316984
2025,9,2025-02-24 00:00:00+00:00,1.2405239266067147,1298980393.655737,139661627.34770483
2025,10,2025-03-03 00:00:00+00:00,1.2137366196549837,1299902611.3527098,242202151.1013609
2025,11,2025-03-10 00:00:00+00:00,0.7960923664184925,864619277.2613592,180994172.42977628
2025,12,2025-03-17 00:00:00+00:00,0.833198867317169,968587960.8056586,129235535.40970673
2025,13,2025-03-24 00:00:00+00:00,0.8275516559891551,980766537.15824,77086842.912568
2025,14,2025-03-31 00:00:00+00:00,0.7788554574712255,943570864.6244535,87321242.73660822
2025,15,2025-04-07 00:00:00+00:00,0.6322702249352131,780300031.4221257,143411869.475934
2025,16,2025-04-14 00:00:00+00:00,0.7417553642499084,924745080.4220432,107947637.31752229
2025,17,2025-04-21 00:00:00+00:00,0.7767422028927226,989720800.7752652,83497179.42787948
2025,18,2025-04-28 00:00:00+00:00,1.1282965965145282,1478724543.0717516,303071368.4781541
2025,19,2025-05-05 00:00:00+00:00,0.9234466673801646,1221122668.8221257,116318660.5111452
2025,20,2025-05-12 00:00:00+00:00,1.262220842370125,1748922388.964808,459061479.4279837
2025,21,2025-05-19 00:00:00+00:00,1.1558918339398618,1727749443.728188,224587492.2695114
2025,22,2025-05-26 00:00:00+00:00,1.4226364177237565,2161992470.041984,318264295.35448784
2025,23,2025-06-02 00:00:00+00:00,1.1675390091614413,1812371395.08402,134647466.66171533
2025,24,2025-06-09 00:00:00+00:00,1.1055169844841228,1757062165.147282,102897063.61365244
2025,25,2025-06-16 00:00:00+00:00,0.9799933901200546,1580516619.1416206,90465538.06253308
