snapped_at,price,market_cap,total_volume
2025-05-31 00:00:00 UTC,0.001365304144348612,0.0,6828445.82810866
2025-06-01 00:00:00 UTC,0.0013972600662024855,0.0,5010932.73601362
2025-06-02 00:00:00 UTC,0.00142860481575238,0.0,2277119.915493834
2025-06-03 00:00:00 UTC,0.001438162476626899,0.0,3520146.607463235
2025-06-04 00:00:00 UTC,0.001434355144737742,0.0,3163383.681192019
2025-06-05 00:00:00 UTC,0.0014013437136152598,0.0,2432088.5370191587
2025-06-06 00:00:00 UTC,0.0012934409585542684,0.0,3905149.4489588193
2025-06-07 00:00:00 UTC,0.0013199636809456238,0.0,2317072.712719937
2025-06-08 00:00:00 UTC,0.0013636995576041735,0.0,1955608.8022638136
2025-06-09 00:00:00 UTC,0.001355162777173864,0.0,1713925.13623703
2025-06-10 00:00:00 UTC,0.0014358993053531915,0.0,3105138.358136974
2025-06-11 00:00:00 UTC,0.0014799049555129869,0.0,3393129.384740165
2025-06-12 00:00:00 UTC,0.001405673534444091,0.0,3687795.7069211723
2025-06-13 00:00:00 UTC,0.0013092732291124847,0.0,2867202.549817086
2025-06-14 00:00:00 UTC,0.0012802364639091322,0.0,5055646.04226363
2025-06-15 00:00:00 UTC,0.001263810611830986,0.0,1525157.8250059362
2025-06-16 00:00:00 UTC,0.0012652993237546968,0.0,1830971.5538833712
2025-06-17 00:00:00 UTC,0.0012977247215402064,0.0,2698144.9685210446
2025-06-18 00:00:00 UTC,0.0011759773379993426,0.0,4986575.050218048
